Date,Open,High,Low,Close,Volume
2024-12-02,419.95541246483856,431.3416287639885,419.6963985253484,429.3293762207031,20207200
2024-12-03,428.19374634076934,430.8136785324232,426.10178307894205,429.5485534667969,18302000
2024-12-04,431.3715193088951,437.98610309109085,430.973057365549,435.7447204589844,26009400
2024-12-05,436.2428234590915,442.9570002031869,434.4995257845279,440.9248046875,21697800
2024-12-06,440.605999369761,444.3914637865622,440.0780304611881,441.87115478515625,18821000
2024-12-09,440.904882933204,446.61291802797285,438.8129196876974,444.311767578125,19144400
2024-12-10,442.6880177694449,447.89796761162455,439.9086948512907,441.6320495605469,18469500
2024-12-11,442.34933339299914,448.6252234428676,442.34933339299914,447.2704162597656,19200200
2024-12-12,447.389907127457,454.4129240722559,447.389907127457,447.83819580078125,20834800
2024-12-13,446.722508676707,449.7010474581427,443.8734464678006,445.5569763183594,20177800
2024-12-16,445.55695084461104,450.4481492573408,443.57458224663304,449.86041259765625,23598800
2024-12-17,449.2826833242326,453.5462901057899,447.84819595840975,452.7194519042969,22733500
2024-12-18,449.59148560028365,450.9163784238889,435.34623528561843,435.71484375,24444500
2024-12-19,439.92861811038824,441.4826409757379,434.64892893973837,435.356201171875,22963700
2024-12-20,431.4512325197303,442.04052591747404,426.98840977197597,434.9278869628906,64263700
2024-12-23,435.06732205874545,435.97384050264867,431.1722932989543,433.5830383300781,19152500
2024-12-24,432.98533109593694,437.91638528778583,432.52710135873434,437.64739990234375,7164500
2024-12-26,437.3983540840164,439.2512462781778,434.9577555797017,436.43206787109375,8194200
2024-12-27,432.9355230391817,433.5531436249425,424.71711987555517,428.881103515625,18117700
2024-12-30,424.42821148968693,425.91249514442245,420.2841404099869,423.2029113769531,13158700
2024-12-31,424.4680695178944,425.09566152109494,419.0489019483089,419.88568115234375,13246500
2025-01-02,423.90026204092493,424.43820240788705,413.2611726539346,416.97686767578125,16896500
2025-01-03,419.4672816518615,422.40599553232005,417.93320162542307,421.7286071777344,16662900
2025-01-06,426.3607841744266,432.6565862275622,423.85044657634234,426.21136474609375,20573600
2025-01-07,427.356962317073,429.00063686122985,419.18835553907815,420.7523498535156,18139100
2025-01-08,421.8381668103431,425.3347334633813,419.9255373117582,422.9339599609375,15054600
2025-01-10,423.0036976315441,423.0833778600729,413.4304875422897,417.345458984375,20201100
2025-01-13,413.6496498082875,416.8971739621178,410.71096634455273,415.5921936035156,17604800
2025-01-14,416.2098216251219,418.13242259689986,409.1469793562449,414.0780334472656,16935900
2025-01-15,417.5247525233758,426.51019531397225,416.6680304830878,424.67724609375,19637800
2025-01-16,427.0581034768278,427.8450559110229,422.76461308505725,422.953857421875,15300000
2025-01-17,432.4274589059452,432.81597982276594,426.53014915865293,427.3868408203125,26197500
2025-01-21,428.55238804454143,429.2496888722742,423.9699995165458,426.85888671875,26085700
2025-01-22,435.8841650351672,445.5569677171093,434.33014218783535,444.4910888671875,27803800
2025-01-23,440.30716256200645,445.03897030447143,439.8090775364838,444.9991149902344,18389300
2025-01-24,443.4550766157881,444.9393603072831,439.70946738545626,442.3592834472656,15549500
2025-01-27,422.3860783898249,433.5332238334213,421.8780219291722,432.8956604003906,35647800
2025-01-28,432.93552501884864,446.66274757404807,429.72785612913765,445.4872741699219,23491700
2025-01-29,444.97921209968376,445.16848684550723,438.7132938317083,440.6358947753906,23581400
2025-01-30,417.1661258658952,421.24045777086803,411.57762641112805,413.4006042480469,54586300
2025-01-31,417.3753368711932,419.0787791378778,413.32091748728266,413.4703369140625,34161900
2025-02-03,410.02361028085903,413.819015846871,407.09486781879804,409.3462219238281,25679100
2025-02-04,411.1094311345796,412.3347312724244,408.1707172498281,410.7906494140625,20532100
2025-02-05,410.77072053658367,412.2450327338191,408.828176805576,411.7071228027344,16316700
2025-02-06,412.41441067873023,416.59833715024297,412.41441067873023,414.2274475097656,16309800
2025-02-07,414.8849302333569,417.0466023053385,406.5370200109021,408.1806945800781,22886800
2025-02-10,412.12548842823685,413.86878595463395,409.3461959746536,410.6412048339844,20817900
2025-02-11,408.07110289586285,410.91016314142485,407.73237833536206,409.86419677734375,18140600
2025-02-12,405.6503805324544,409.1768308737253,402.82126135721137,407.473388671875,19121700
2025-02-13,405.4412009596675,409.4258810673793,404.8036375500993,408.9676513671875,23891700
2025-02-14,406.22818963820515,407.3438952203064,404.3255012113121,406.86572265625,22758500
2025-02-18,406.43737251439387,409.0274206742818,404.943117468385,408.07110595703125,21423100
2025-02-19,406.3178313932664,413.8986706302125,406.0887013451084,413.1814270019531,24114200
2025-02-20,414.52900508229465,418.5416276159257,411.78404435480104,415.3674621582031,23508700
2025-02-21,416.57521868274245,417.28390907488637,407.14255413255484,407.4619445800781,27524800
2025-02-24,407.7614192904554,408.6198287275297,398.58825743588903,403.2596740722656,26443700
2025-02-25,400.3649855487621,401.18349019975926,395.9730546936776,397.17083740234375,29387400
2025-02-26,397.28064827533655,402.860400830509,393.5275288045757,398.99749755859375,19619000
2025-02-27,400.53467393026557,404.9964840093174,391.45137377356565,391.8106994628906,21127400
2025-02-28,391.94046026830176,396.9013540385077,385.86162375466716,396.26251220703125,32845700
2025-03-03,398.0891633417286,398.0891633417286,385.4523593369203,387.778076171875,23007700
2025-03-04,382.6974135187692,391.86058386063223,380.30181761040467,387.8978576660156,29342900
2025-03-05,388.62653647287385,400.9339589862258,388.09750890861034,400.2851257324219,23433100
2025-03-06,393.557486671848,401.4130601425524,391.9604125552081,396.1627197265625,23304600
2025-03-07,391.601087821307,394.07652376953155,384.83351327034705,392.5892639160156,22034100
2025-03-10,385.1329632711281,385.69193466137494,376.5287638766263,379.46337890625,32840100
2025-03-11,378.30548307291184,385.29265558349334,376.2193166501511,379.7528381347656,30380200
2025-03-12,382.2482670126177,384.5140963348653,378.2555969008229,382.5676574707031,24253600
2025-03-13,382.4578672121625,384.6139126915579,376.75833925298997,378.0758972167969,20473000
2025-03-14,379.0840519928303,389.51491455417886,378.81455773398244,387.84796142578125,19952800
2025-03-17,385.9913968692823,391.99036302361236,384.8634626840814,387.98773193359375,22474300
2025-03-18,386.36071271152235,386.6601507855219,380.4016513456866,382.81719970703125,19486900
2025-03-19,384.8235322758774,388.9659214939022,383.29633715100766,387.1093444824219,19185500
2025-03-20,385.0331131975468,391.07204471614995,382.5776297310475,386.131103515625,18470500
2025-03-21,382.5177544739553,391.0221306945889,382.09851071654674,390.54302978515625,39675900
2025-03-24,394.67543616141086,394.67543616141086,389.09568331150246,392.35968017578125,21004500
2025-03-25,393.19816458592396,395.63366532055824,391.9205113732519,394.4358825683594,15775000
2025-03-26,394.27618318122023,394.5856126855185,387.85797313035886,389.2554016113281,16108400
2025-03-27,389.4151007040484,391.5212195564284,386.6900923994873,389.8642578125,13766800
2025-03-28,387.36882809704144,388.4169222438939,376.2392666189567,378.1058349609375,21632000
2025-03-31,371.8573344110368,376.3790320336197,366.5670283067677,374.7021179199219,35184700
2025-04-01,373.96346276032,382.1484487727996,372.54608191207893,381.4896545410156,19689500
2025-04-02,377.2773862564683,384.3743428432238,375.92985398533636,381.43975830078125,16092600
2025-04-03,374.10321411915555,376.788287190408,368.67318036225987,372.42626953125,30198000
2025-04-04,363.4627502923482,373.9035742050073,358.8212773354498,359.18060302734375,49209900
2025-04-07,350.2370336524557,370.32015981776436,344.1581969485817,357.2042236328125,50425000
2025-04-08,367.585185716996,372.9652928837084,349.6081786868937,353.9102783203125,35868900
2025-04-09,352.8921435234206,392.50941370351666,352.45294739016697,389.7744140625,50199700
2025-04-10,381.3598744812396,383.19649903483815,367.12599611378243,380.65118408203125,38024400
2025-04-11,379.9425037151649,389.3352333779351,378.19571053548395,387.7381896972656,23839200
2025-04-14,392.4994245329486,393.92679674338564,383.5059256339463,387.0993347167969,19251200
2025-04-15,387.79806728846995,391.17187833074144,383.4560325474498,385.0231628417969,17199900
2025-04-16,379.97244183574617,380.9106912763521,367.32564600100716,370.92901611328125,21967800
2025-04-17,373.0651098854367,373.6340726815441,366.2176953329466,367.1060485839844,21120200
2025-04-21,362.1551460624454,363.8121077971333,355.01825440362086,358.4619140625,20807300
2025-04-22,362.7141283475077,367.09606804173376,359.20055908423666,366.1478271484375,19485000
2025-04-23,375.3708716590499,379.6929540391626,372.33643389707953,373.7039489746094,20545500
2025-04-24,375.01155205300716,387.7381880213899,374.5024768665421,386.59027099609375,22232300
2025-04-25,386.29083932956814,391.44138750936105,383.8952433175299,391.1319580078125,18973200
2025-04-28,391.241728610284,392.0202980494585,385.9315006090283,390.4432067871094,16579400
2025-04-29,390.5829324517716,394.3759872470841,389.66463540586307,393.31793212890625,14974000
2025-04-30,389.58477271143016,395.93313400867555,383.73552563819743,394.53570556640625,36461100
2025-05-01,430.3199808366381,436.1892106723326,424.12136912560175,424.6204528808594,58938100
2025-05-02,430.948839257634,438.63474141621873,429.20204608174254,434.48236083984375,30757400
2025-05-05,432.07675654489867,438.6946118778074,431.3181395047298,435.3707275390625,20136100
2025-05-06,431.408009380462,436.92787448428356,430.3798980651205,432.5159606933594,15104200
2025-05-07,433.04500054847074,437.3171563878889,430.319992206568,432.555908203125,23295300
2025-05-08,437.12748451655574,442.85698666150637,434.86165526525525,437.3670654296875,23491300
2025-05-09,439.19371771814804,439.93235195021686,435.08127232610667,437.9260559082031,15324200
2025-05-12,445.12281367736733,448.5465208630377,438.9740982732109,448.4367370605469,22821900
2025-05-13,446.9594623818115,449.8441812103938,444.54388351816056,448.3169860839844,23618800
2025-05-14,447.3187935842875,453.0682176126866,447.3187935842875,452.1099853515625,19902800
2025-05-15,450.7699890136719,456.19000244140625,450.42999267578125,453.1300048828125,21992300
2025-05-16,452.04998779296875,454.3599853515625,448.7300109863281,454.2699890136719,23849800
2025-05-19,450.8800048828125,459.5899963378906,450.79998779296875,458.8699951171875,21336500
2025-05-20,455.5899963378906,458.3399963378906,454.32000732421875,458.1700134277344,15441800
2025-05-21,454.57000732421875,457.7799987792969,451.80999755859375,452.57000732421875,19216900
2025-05-22,454.95001220703125,460.25,453.8999938964844,454.8599853515625,18025600
2025-05-23,449.9800109863281,453.69000244140625,448.9100036621094,450.17999267578125,16883500
2025-05-27,456.4800109863281,460.95001220703125,456.1199951171875,460.69000244140625,20974300
2025-05-28,461.2200012207031,462.5199890136719,456.92999267578125,457.3599853515625,17086300
2025-05-29,461.54998779296875,461.7200012207031,455.30999755859375,458.67999267578125,13974800
2025-05-30,459.7200012207031,461.67999267578125,455.5400085449219,460.3599853515625,34770500
2025-06-02,457.1400146484375,462.1099853515625,456.8900146484375,461.9700012207031,16626500
2025-06-03,461.4700012207031,464.1400146484375,460.8599853515625,462.9700012207031,15743800
2025-06-04,464.0,465.69000244140625,463.0199890136719,463.8699951171875,14162700
2025-06-05,464.9599914550781,469.6499938964844,464.0299987792969,467.67999267578125,20131700
2025-06-06,470.0899963378906,473.3399963378906,468.7799987792969,470.3800048828125,15285600
2025-06-09,469.70001220703125,473.42999267578125,468.6199951171875,472.75,16469900
2025-06-10,471.19000244140625,472.79998779296875,466.9599914550781,470.9200134277344,15375900
2025-06-11,470.0199890136719,475.4700012207031,469.6600036621094,472.6199951171875,16399200
2025-06-12,475.0199890136719,480.4200134277344,473.5199890136719,478.8699951171875,18950600
2025-06-13,476.4100036621094,479.17999267578125,472.760009765625,474.9599914550781,16814500
2025-06-16,475.2099914550781,480.69000244140625,475.0,479.1400146484375,15626100
2025-06-17,475.3999938964844,478.739990234375,474.0799865722656,478.0400085449219,15414100
2025-06-18,478.0,481.0,474.4599914550781,480.239990234375,17526500
2025-06-20,482.2300109863281,483.4599914550781,476.8699951171875,477.3999938964844,37576200
2025-06-23,478.2099914550781,487.75,472.510009765625,486.0,24864000
2025-06-24,488.95001220703125,491.8500061035156,486.79998779296875,490.1099853515625,22305600
2025-06-25,492.0400085449219,494.55999755859375,489.3900146484375,492.2699890136719,17495100
2025-06-26,492.9800109863281,498.0400085449219,492.80999755859375,497.45001220703125,21578900
2025-06-27,497.54998779296875,499.29998779296875,493.0299987792969,495.94000244140625,34539200
2025-06-30,497.0400085449219,500.760009765625,495.3299865722656,497.4100036621094,28369000
2025-07-01,496.4700012207031,498.04998779296875,490.9800109863281,492.04998779296875,19945400
2025-07-02,489.989990234375,493.5,488.70001220703125,491.0899963378906,16319600
2025-07-03,493.80999755859375,500.1300048828125,493.44000244140625,498.8399963378906,13984800
2025-07-07,497.3800048828125,498.75,495.2300109863281,497.7200012207031,13981600
2025-07-08,497.239990234375,498.20001220703125,494.1099853515625,496.6199951171875,11846600
2025-07-09,500.29998779296875,506.7799987792969,499.739990234375,503.510009765625,18659500
2025-07-10,503.04998779296875,504.44000244140625,497.75,501.4800109863281,16492100
2025-07-11,498.4700012207031,505.0299987792969,497.79998779296875,503.32000732421875,16459500
2025-07-14,501.5199890136719,503.9700012207031,501.0299987792969,503.0199890136719,12058800
2025-07-15,503.0199890136719,508.29998779296875,502.7900085449219,505.82000732421875,14927200
2025-07-16,505.17999267578125,506.7200012207031,501.8900146484375,505.6199951171875,15154400
2025-07-17,505.67999267578125,513.3699951171875,505.6199951171875,511.70001220703125,17503100
2025-07-18,514.47998046875,514.6400146484375,507.42999267578125,510.04998779296875,21209700
2025-07-21,506.7099914550781,512.0900268554688,505.54998779296875,510.05999755859375,14066800
2025-07-22,510.9700012207031,511.20001220703125,505.2699890136719,505.2699890136719,13868600
